date_time,time,low,high,open,close,volume,day
2017-08-02 05:00:00,1501614000,225.0,232.73,226.54,227.43,33857.76605097,2
2017-08-02 06:00:00,1501617600,227.03,229.15,227.43,228.84,8187.81617575,2
2017-08-02 07:00:00,1501621200,223.21,228.85,228.84,223.8,13360.94123056,2
2017-08-02 08:00:00,1501624800,220.51,225.0,223.74,223.95,10780.58935197,2
2017-08-02 09:00:00,1501628400,222.07,227.44,223.75,225.73,10399.63382738,2
2017-08-02 10:00:00,1501632000,224.58,228.8,225.73,225.7,11026.73257693,2
2017-08-02 11:00:00,1501635600,223.0,227.5,225.8,223.95,7978.40308758,2
2017-08-02 12:00:00,1501639200,223.87,227.0,223.95,226.68,6077.27281802,2
2017-08-02 13:00:00,1501642800,224.73,227.0,226.67,225.97,4092.96399607,2
2017-08-02 14:00:00,1501646400,223.87,226.06,225.98,225.32,3399.39650643,2
2017-08-02 15:00:00,1501650000,224.94,226.75,225.28,225.49,3260.99141771,2
2017-08-02 16:00:00,1501653600,223.13,225.74,225.47,223.41,3736.75044826,2
2017-08-02 17:00:00,1501657200,221.6,224.15,223.55,221.74,3234.49195591,2
2017-08-02 18:00:00,1501660800,221.5,224.32,221.75,223.84,2442.17318507,2
2017-08-02 19:00:00,1501664400,222.54,223.85,223.85,223.03,1225.88535881,2
2017-08-02 20:00:00,1501668000,220.15,223.04,223.04,220.17,4830.82147365,2
2017-08-02 21:00:00,1501671600,217.15,222.05,220.16,221.17,10198.5769855,2
2017-08-02 22:00:00,1501675200,217.53,221.22,221.19,217.53,4091.32683674,2
2017-08-02 23:00:00,1501678800,215.37,218.54,217.7,218.0,15943.63668599,2
2017-08-03 00:00:00,1501682400,216.74,220.0,218.0,217.9,10359.27273301,3
2017-08-03 01:00:00,1501686000,217.86,219.49,217.86,218.04,4670.52740303,3
2017-08-03 02:00:00,1501689600,217.41,221.0,218.07,220.98,6567.71739591,3
2017-08-03 03:00:00,1501693200,220.96,224.25,220.98,221.78,10497.49412118,3
2017-08-03 04:00:00,1501696800,220.3,221.96,221.78,221.07,3495.08785022,3
2017-08-03 05:00:00,1501700400,216.36,221.31,221.07,218.6,9446.52423302,3
2017-08-03 06:00:00,1501704000,217.0,219.24,218.59,217.01,5098.62288571,3
2017-08-03 07:00:00,1501707600,215.52,218.35,217.01,216.49,9800.9821615,3
2017-08-03 08:00:00,1501711200,216.13,218.34,216.48,218.0,4982.4914665,3
2017-08-03 09:00:00,1501714800,216.75,218.26,218.01,217.92,3459.23385775,3
2017-08-03 10:00:00,1501718400,217.91,219.98,217.92,219.55,4715.41159362,3
2017-08-03 11:00:00,1501722000,217.35,219.55,219.55,218.51,2523.95936583,3
2017-08-03 12:00:00,1501725600,218.02,218.89,218.51,218.32,2187.16826623,3
2017-08-03 13:00:00,1501729200,218.0,218.71,218.32,218.71,2457.32988407,3
2017-08-03 14:00:00,1501732800,218.7,219.34,218.71,218.94,1012.42921323,3
2017-08-03 15:00:00,1501736400,218.5,220.26,218.94,220.19,3350.04036843,3
2017-08-03 16:00:00,1501740000,219.12,220.5,220.19,220.47,2334.28141435,3
2017-08-03 17:00:00,1501743600,220.0,223.29,220.47,223.21,9079.33263854,3
2017-08-03 18:00:00,1501747200,222.56,223.76,223.21,222.58,2591.6993659,3
2017-08-03 19:00:00,1501750800,222.3,224.3,222.58,223.69,3803.19015737,3
2017-08-03 20:00:00,1501754400,223.1,224.47,223.52,223.98,2582.46447594,3
2017-08-03 21:00:00,1501758000,223.71,225.0,223.98,225.0,5713.61370626,3
2017-08-03 22:00:00,1501761600,224.99,227.53,225.0,226.96,14622.55153656,3
2017-08-03 23:00:00,1501765200,223.63,226.97,226.97,223.86,11602.00057378,3
2017-08-04 00:00:00,1501768800,223.7,224.97,223.86,224.12,5128.09432299,4
2017-08-04 01:00:00,1501772400,221.62,224.39,224.12,224.39,7570.83190002,4
2017-08-04 02:00:00,1501776000,222.84,224.49,224.39,223.79,4687.26796621,4
2017-08-04 03:00:00,1501779600,222.55,224.3,223.79,222.91,3983.6834746,4
2017-08-04 04:00:00,1501783200,222.91,223.95,222.91,223.91,2402.76449971,4
2017-08-04 05:00:00,1501786800,223.9,224.82,223.91,224.41,4551.99112327,4
2017-08-04 06:00:00,1501790400,223.82,224.8,224.41,223.92,3172.9280258,4
2017-08-04 07:00:00,1501794000,222.76,223.94,223.92,222.78,3811.06971505,4
2017-08-04 08:00:00,1501797600,222.77,223.85,222.78,223.84,4518.15756081,4
2017-08-04 09:00:00,1501801200,223.51,224.0,223.85,224.0,4759.61337369,4
2017-08-04 10:00:00,1501804800,223.99,224.75,224.0,224.21,2735.53029502,4
2017-08-04 11:00:00,1501808400,224.01,226.82,224.21,226.77,8459.58794305,4
2017-08-04 12:00:00,1501812000,223.39,226.77,226.76,224.4,9304.90304965,4
2017-08-04 13:00:00,1501815600,223.75,225.0,224.4,224.6,2216.88387508,4
2017-08-04 14:00:00,1501819200,224.1,224.97,224.6,224.41,1767.96115866,4
2017-08-04 15:00:00,1501822800,221.0,224.95,224.4,224.01,9563.12506281,4
2017-08-04 16:00:00,1501826400,223.07,224.71,224.01,224.28,3791.70763703,4
2017-08-04 17:00:00,1501830000,224.27,224.83,224.28,224.71,1215.49694631,4
2017-08-04 18:00:00,1501833600,223.99,224.97,224.72,224.79,1792.10227741,4
2017-08-04 19:00:00,1501837200,221.94,225.0,224.79,222.0,5542.75491312,4
2017-08-04 20:00:00,1501840800,220.03,222.91,222.0,222.12,6798.20224585,4
2017-08-04 21:00:00,1501844400,220.54,223.07,222.12,222.11,3125.38925221,4
2017-08-04 22:00:00,1501848000,221.5,222.5,222.11,222.2,2901.77973571,4
2017-08-04 23:00:00,1501851600,221.49,223.48,222.21,222.93,2880.80834151,4
2017-08-05 00:00:00,1501855200,222.68,223.76,222.89,223.01,2381.70009874,5
2017-08-05 01:00:00,1501858800,222.0,223.01,223.01,222.29,3886.93264329,5
2017-08-05 02:00:00,1501862400,220.75,222.38,222.28,221.21,4957.47445662,5
2017-08-05 03:00:00,1501866000,220.6,221.85,221.18,220.71,3852.07383681,5
2017-08-05 04:00:00,1501869600,219.51,221.44,220.71,220.0,6457.92273815,5
2017-08-05 05:00:00,1501873200,219.54,221.54,220.01,221.44,3262.14880409,5
2017-08-05 06:00:00,1501876800,220.01,221.75,221.44,221.39,3435.09569536,5
2017-08-05 07:00:00,1501880400,219.89,221.39,221.39,220.77,2888.26080626,5
2017-08-05 08:00:00,1501884000,220.76,222.0,220.77,221.65,3148.23279065,5
2017-08-05 09:00:00,1501887600,220.71,221.93,221.68,220.72,2213.17001937,5
2017-08-05 10:00:00,1501891200,220.53,220.95,220.72,220.54,1592.49553751,5
2017-08-05 11:00:00,1501894800,219.54,220.54,220.53,219.72,5238.62938891,5
2017-08-05 12:00:00,1501898400,219.71,223.26,219.72,222.55,10410.61414225,5
2017-08-05 13:00:00,1501902000,220.82,227.73,222.54,224.52,30119.68905734,5
2017-08-05 14:00:00,1501905600,224.12,227.99,224.71,227.99,12204.8713944,5
2017-08-05 15:00:00,1501909200,226.33,228.0,227.99,226.41,7663.25905684,5
2017-08-05 16:00:00,1501912800,226.4,228.3,226.41,228.3,5040.92775702,5
2017-08-05 17:00:00,1501916400,228.29,233.0,228.3,233.0,15263.4587236,5
2017-08-05 18:00:00,1501920000,230.13,233.22,233.0,231.99,5643.28935105,5
2017-08-05 19:00:00,1501923600,231.99,237.0,232.0,237.0,7414.37386994,5
2017-08-05 20:00:00,1501927200,235.0,242.5,237.0,242.34,12337.33435073,5
2017-08-05 21:00:00,1501930800,237.0,243.64,242.35,237.33,13760.03346337,5
2017-08-05 22:00:00,1501934400,236.0,241.26,237.18,241.19,6451.72120893,5
2017-08-05 23:00:00,1501938000,238.09,241.63,241.2,239.04,7217.46466923,5
2017-08-06 00:00:00,1501941600,238.97,243.63,238.99,243.53,9729.4772288,6
2017-08-06 01:00:00,1501945200,240.4,244.94,243.53,241.94,18610.65363107,6
2017-08-06 02:00:00,1501948800,241.9,244.93,241.93,244.85,10604.74570767,6
2017-08-06 03:00:00,1501952400,243.5,258.98,244.86,253.99,53983.96472897,6
2017-08-06 04:00:00,1501956000,245.05,254.79,253.99,247.66,31129.39742973,6
2017-08-06 05:00:00,1501959600,247.65,250.0,247.66,248.94,8493.50495365,6
2017-08-06 06:00:00,1501963200,248.11,250.35,248.92,249.2,7803.70527081,6
2017-08-06 07:00:00,1501966800,241.5,249.3,249.21,245.33,23880.26700291,6
2017-08-06 08:00:00,1501970400,245.32,248.0,245.33,247.19,8070.0272564,6
2017-08-06 09:00:00,1501974000,246.0,251.89,247.18,251.85,8346.86221309,6
2017-08-06 10:00:00,1501977600,250.99,254.9,251.86,252.94,15319.23194589,6
2017-08-06 11:00:00,1501981200,252.8,262.0,252.94,260.7,27122.36951527,6
2017-08-06 12:00:00,1501984800,256.42,260.77,260.7,257.93,17087.7526076,6
2017-08-06 13:00:00,1501988400,253.1,258.03,257.78,256.25,15325.18409985,6
2017-08-06 14:00:00,1501992000,255.51,258.08,256.26,256.25,5312.58395972,6
2017-08-06 15:00:00,1501995600,252.0,257.0,256.24,254.0,6972.12253002,6
2017-08-06 16:00:00,1501999200,251.37,255.09,253.83,254.74,5591.01761601,6
2017-08-06 17:00:00,1502002800,251.0,255.09,254.74,252.25,4662.01608994,6
2017-08-06 18:00:00,1502006400,251.06,254.99,252.26,253.56,3079.37029435,6
2017-08-06 19:00:00,1502010000,253.55,257.0,253.56,256.26,2996.19183101,6
2017-08-06 20:00:00,1502013600,255.01,256.88,256.26,256.83,1593.70733435,6
2017-08-06 21:00:00,1502017200,255.3,256.83,256.82,255.98,2210.6133538,6
2017-08-06 22:00:00,1502020800,255.97,257.0,255.98,256.87,1848.03328507,6
2017-08-06 23:00:00,1502024400,251.44,256.88,256.88,253.7,8108.94768099,6
2017-08-07 00:00:00,1502028000,251.91,257.1,253.7,257.07,8985.90028506,0
2017-08-07 01:00:00,1502031600,256.05,260.65,257.1,260.64,8284.59752113,0
2017-08-07 02:00:00,1502035200,258.25,264.39,260.64,263.7,13698.01400064,0
2017-08-07 03:00:00,1502038800,261.59,264.81,263.7,263.1,10178.85294822,0
2017-08-07 04:00:00,1502042400,261.78,264.3,263.1,262.54,6918.21594275,0
2017-08-07 05:00:00,1502046000,262.54,265.0,262.54,264.4,6631.93118435,0
2017-08-07 06:00:00,1502049600,264.36,273.0,264.4,272.07,25121.02168612,0
2017-08-07 07:00:00,1502053200,267.03,272.4,272.05,267.35,18762.75179963,0
2017-08-07 08:00:00,1502056800,267.34,271.18,267.35,270.05,9209.75723301,0
2017-08-07 09:00:00,1502060400,263.55,270.06,270.05,263.96,14147.58899018,0
2017-08-07 10:00:00,1502064000,262.13,266.1,263.97,262.29,9176.05634194,0
2017-08-07 11:00:00,1502067600,257.1,263.01,262.28,258.03,20614.8782024,0
2017-08-07 12:00:00,1502071200,257.51,262.13,258.03,260.54,6540.0412933,0
2017-08-07 13:00:00,1502074800,260.3,265.0,260.54,264.75,5245.72000708,0
2017-08-07 14:00:00,1502078400,260.51,265.9,264.75,260.95,5360.71803162,0
2017-08-07 15:00:00,1502082000,260.94,263.29,260.94,262.19,3295.15050359,0
2017-08-07 16:00:00,1502085600,262.18,263.16,262.19,263.07,1966.15818195,0
2017-08-07 17:00:00,1502089200,261.87,263.27,263.07,262.01,1034.91028189,0
2017-08-07 18:00:00,1502092800,260.5,262.01,262.01,261.51,2437.318915,0
2017-08-07 19:00:00,1502096400,261.51,262.87,261.51,262.7,2041.98751404,0
2017-08-07 20:00:00,1502100000,262.69,265.5,262.7,264.98,2772.91756014,0
2017-08-07 21:00:00,1502103600,264.4,269.45,264.98,268.63,8022.04438922,0
2017-08-07 22:00:00,1502107200,268.62,271.7,268.63,271.7,10212.38581198,0
2017-08-07 23:00:00,1502110800,268.64,274.81,271.68,273.1,15469.02082398,0
2017-08-08 00:00:00,1502114400,269.2,273.49,273.1,272.87,10838.36279653,1
2017-08-08 01:00:00,1502118000,271.43,273.04,272.8,272.1,5856.79451793,1
2017-08-08 02:00:00,1502121600,270.11,272.2,272.11,270.59,5707.21267533,1
2017-08-08 03:00:00,1502125200,267.35,270.94,270.6,269.72,11639.81823165,1
2017-08-08 04:00:00,1502128800,265.33,269.72,269.72,266.7,7924.74177771,1
2017-08-08 05:00:00,1502132400,266.7,269.49,266.7,269.27,6778.16321155,1
2017-08-08 06:00:00,1502136000,266.66,269.45,269.27,266.83,6444.14962524,1
2017-08-08 07:00:00,1502139600,266.3,268.05,266.84,266.99,4393.44353312,1
2017-08-08 08:00:00,1502143200,265.5,268.72,266.99,268.46,6784.26501488,1
2017-08-08 09:00:00,1502146800,268.4,271.12,268.47,269.9,8167.17133175,1
2017-08-08 10:00:00,1502150400,267.0,269.98,269.89,267.81,4689.45038574,1
2017-08-08 11:00:00,1502154000,267.8,269.32,267.81,268.94,4481.6347821,1
2017-08-08 12:00:00,1502157600,268.94,271.83,268.94,270.92,6890.66203991,1
2017-08-08 13:00:00,1502161200,269.77,272.99,270.93,272.99,7427.38541122,1
2017-08-08 14:00:00,1502164800,272.0,273.96,272.9,273.86,6434.52816642,1
2017-08-08 15:00:00,1502168400,270.33,273.96,273.85,271.13,7009.37799641,1
2017-08-08 16:00:00,1502172000,270.34,272.66,271.13,271.4,3246.761288,1
2017-08-08 17:00:00,1502175600,271.38,272.49,271.39,272.49,1626.92668599,1
2017-08-08 18:00:00,1502179200,272.48,274.0,272.49,274.0,3521.82161056,1
2017-08-08 19:00:00,1502182800,273.51,274.98,274.0,274.8,5217.47096848,1
2017-08-08 20:00:00,1502186400,274.79,278.99,274.8,278.99,7545.35862149,1
2017-08-08 21:00:00,1502190000,277.3,278.99,278.99,278.27,5893.30093671,1
2017-08-08 22:00:00,1502193600,278.29,284.65,278.3,284.65,16950.09144975,1
2017-08-08 23:00:00,1502197200,282.01,289.91,284.62,282.09,35281.07670665,1
2017-08-09 00:00:00,1502200800,282.09,287.24,282.09,285.41,13738.26699829,2
2017-08-09 01:00:00,1502204400,285.56,289.75,285.93,288.46,12300.04947923,2
2017-08-09 02:00:00,1502208000,284.56,289.69,288.46,288.0,12632.22363548,2
2017-08-09 03:00:00,1502211600,285.0,288.0,288.0,286.46,7557.33605473,2
2017-08-09 04:00:00,1502215200,286.0,287.93,286.46,287.0,8261.80782038,2
2017-08-09 05:00:00,1502218800,286.99,293.27,286.99,292.95,21988.35612021,2
2017-08-09 06:00:00,1502222400,292.94,297.5,292.95,295.83,22532.11386075,2
2017-08-09 07:00:00,1502226000,295.83,299.45,295.83,298.3,22229.63375381,2
2017-08-09 08:00:00,1502229600,294.33,298.97,298.3,295.99,15826.24905163,2
2017-08-09 09:00:00,1502233200,292.05,296.0,295.99,295.95,14020.76548013,2
2017-08-09 10:00:00,1502236800,292.0,298.8,295.95,298.8,15054.32829684,2
2017-08-09 11:00:00,1502240400,298.79,309.67,298.8,309.58,49734.87689634,2
2017-08-09 12:00:00,1502244000,305.01,314.71,309.58,308.21,39178.08345107,2
2017-08-09 13:00:00,1502247600,306.1,312.62,308.39,312.62,15493.54347366,2
2017-08-09 14:00:00,1502251200,310.5,313.67,312.62,312.72,9485.51081929,2
2017-08-09 15:00:00,1502254800,302.32,312.73,312.73,308.29,16178.52640069,2
2017-08-09 16:00:00,1502258400,305.57,311.88,308.29,305.61,8617.93715732,2
2017-08-09 17:00:00,1502262000,297.5,307.28,305.74,304.56,20948.89801586,2
2017-08-09 18:00:00,1502265600,300.68,305.4,305.11,300.68,5827.11345533,2
2017-08-09 19:00:00,1502269200,290.15,300.96,300.69,290.15,19822.9501291,2
2017-08-09 20:00:00,1502272800,281.0,292.41,290.16,288.5,36521.34892687,2
2017-08-09 21:00:00,1502276400,285.8,299.43,288.5,295.74,31389.82193803,2
2017-08-09 22:00:00,1502280000,290.51,297.5,295.73,295.97,10711.38324723,2
2017-08-09 23:00:00,1502283600,289.5,296.0,295.98,289.5,9214.13408919,2
2017-08-10 00:00:00,1502287200,276.55,289.85,289.62,278.91,41304.93948219,3
2017-08-10 01:00:00,1502290800,278.58,292.33,278.91,289.12,25336.0035601,3
2017-08-10 02:00:00,1502294400,283.1,289.54,289.12,289.48,11178.76661123,3
2017-08-10 03:00:00,1502298000,286.47,296.99,289.43,295.97,14551.86591356,3
2017-08-10 04:00:00,1502301600,293.0,296.0,295.98,294.38,8426.02938339,3
2017-08-10 05:00:00,1502305200,292.42,295.8,294.38,294.91,7358.82383143,3
2017-08-10 06:00:00,1502308800,294.8,303.21,294.91,301.21,19588.64857401,3
2017-08-10 07:00:00,1502312400,298.46,302.48,301.21,301.86,12179.39533292,3
2017-08-10 08:00:00,1502316000,292.65,307.42,301.55,293.14,27064.58269555,3
2017-08-10 09:00:00,1502319600,292.7,298.0,293.15,295.26,10207.05167286,3
2017-08-10 10:00:00,1502323200,295.09,298.72,295.26,295.88,5596.86353548,3
2017-08-10 11:00:00,1502326800,295.87,296.99,295.88,295.94,2160.90865969,3
2017-08-10 12:00:00,1502330400,288.34,296.79,295.95,291.29,10478.40592313,3
2017-08-10 13:00:00,1502334000,289.5,293.73,291.07,291.99,6642.49092762,3
2017-08-10 14:00:00,1502337600,291.98,295.0,291.99,295.0,3740.28329522,3
2017-08-10 15:00:00,1502341200,294.56,298.5,294.99,298.5,5904.4886728,3
2017-08-10 16:00:00,1502344800,294.03,298.51,298.5,294.06,2852.53020955,3
2017-08-10 17:00:00,1502348400,294.06,299.29,294.06,299.09,5658.61136569,3
2017-08-10 18:00:00,1502352000,297.28,301.0,299.1,298.44,4004.2173191,3
2017-08-10 19:00:00,1502355600,298.44,301.5,298.44,301.5,3099.61066322,3
2017-08-10 20:00:00,1502359200,300.26,301.8,301.5,300.4,2403.7404262,3
2017-08-10 21:00:00,1502362800,300.39,305.0,300.4,305.0,4709.80566543,3
2017-08-10 22:00:00,1502366400,303.47,306.78,305.0,306.0,11498.52640185,3
2017-08-10 23:00:00,1502370000,303.01,306.65,306.0,303.37,8713.16623901,3
2017-08-11 00:00:00,1502373600,303.37,305.87,303.38,305.41,7378.86201215,4
2017-08-11 01:00:00,1502377200,305.3,308.83,305.41,308.77,9335.16742917,4
2017-08-11 02:00:00,1502380800,306.79,309.8,308.77,307.01,9743.57625268,4
2017-08-11 03:00:00,1502384400,305.1,308.0,307.0,307.7,6487.53131582,4
2017-08-11 04:00:00,1502388000,303.57,307.79,307.71,304.0,9301.85471712,4
2017-08-11 05:00:00,1502391600,302.12,305.85,304.0,303.52,5325.95717718,4
2017-08-11 06:00:00,1502395200,298.84,303.52,303.52,302.0,12866.43696743,4
2017-08-11 07:00:00,1502398800,301.99,305.23,302.0,303.26,7222.38967502,4
2017-08-11 08:00:00,1502402400,301.2,303.37,303.25,302.21,4264.55847567,4
2017-08-11 09:00:00,1502406000,300.51,303.0,302.21,300.51,5041.33780544,4
2017-08-11 10:00:00,1502409600,298.5,301.59,300.51,299.43,7418.82282072,4
2017-08-11 11:00:00,1502413200,298.01,300.68,299.42,299.84,4867.45922804,4
2017-08-11 12:00:00,1502416800,299.5,304.0,299.84,302.8,6566.7668826,4
2017-08-11 13:00:00,1502420400,302.52,303.99,302.8,303.34,3998.39710781,4
2017-08-11 14:00:00,1502424000,302.0,303.43,303.43,302.03,2367.06740774,4
2017-08-11 15:00:00,1502427600,302.03,304.0,302.03,303.72,4070.44025326,4
2017-08-11 16:00:00,1502431200,302.34,303.99,303.62,302.35,2242.86683589,4
2017-08-11 17:00:00,1502434800,300.65,302.35,302.35,301.7,3210.56635829,4
2017-08-11 18:00:00,1502438400,300.84,301.7,301.7,301.52,1649.26049407,4
2017-08-11 19:00:00,1502442000,301.08,301.94,301.52,301.36,1482.76103625,4
2017-08-11 20:00:00,1502445600,300.65,302.11,301.36,300.66,2256.52585647,4
2017-08-11 21:00:00,1502449200,299.08,301.2,300.65,300.96,3369.61507019,4
2017-08-11 22:00:00,1502452800,299.53,301.17,300.94,299.53,5120.25858988,4
2017-08-11 23:00:00,1502456400,299.0,300.0,299.52,299.3,5319.71957526,4
2017-08-12 00:00:00,1502460000,295.79,299.54,299.3,298.0,13197.73316937,5
2017-08-12 01:00:00,1502463600,298.0,299.49,298.0,298.16,4054.81540397,5
2017-08-12 02:00:00,1502467200,298.16,303.98,298.16,303.37,8321.85769769,5
2017-08-12 03:00:00,1502470800,301.45,303.44,303.36,303.37,4408.42580921,5
2017-08-12 04:00:00,1502474400,301.67,303.4,303.37,301.99,4422.75747445,5
2017-08-12 05:00:00,1502478000,299.5,302.25,301.98,299.7,5417.08024056,5
2017-08-12 06:00:00,1502481600,299.5,300.75,299.7,300.75,3545.0420709,5
2017-08-12 07:00:00,1502485200,300.74,301.99,300.75,301.2,5211.80846998,5
2017-08-12 08:00:00,1502488800,300.44,307.99,301.2,307.99,10885.48497634,5
2017-08-12 09:00:00,1502492400,306.99,310.0,307.98,309.65,18138.240629,5
2017-08-12 10:00:00,1502496000,309.13,319.0,309.65,315.0,34919.07417083,5
2017-08-12 11:00:00,1502499600,314.68,317.99,314.97,315.25,11415.39177977,5
2017-08-12 12:00:00,1502503200,312.53,315.25,315.24,313.92,7784.07804027,5
2017-08-12 13:00:00,1502506800,311.5,313.91,313.91,312.58,5944.49982697,5
2017-08-12 14:00:00,1502510400,312.33,317.12,312.58,316.85,5090.06078412,5
2017-08-12 15:00:00,1502514000,315.25,317.0,316.85,316.43,5060.61615732,5
2017-08-12 16:00:00,1502517600,313.95,316.77,316.27,313.96,2971.80246827,5
2017-08-12 17:00:00,1502521200,313.27,315.0,313.96,314.8,1876.27569336,5
2017-08-12 18:00:00,1502524800,313.07,315.55,314.81,314.22,3089.70310799,5
2017-08-12 19:00:00,1502528400,313.02,315.0,314.21,315.0,1623.67686839,5
2017-08-12 20:00:00,1502532000,313.47,315.88,315.0,313.78,1647.06190974,5
2017-08-12 21:00:00,1502535600,313.77,315.99,313.78,315.96,2104.01659488,5
2017-08-12 22:00:00,1502539200,314.01,316.78,315.97,316.25,3797.41095075,5
2017-08-12 23:00:00,1502542800,314.74,316.95,316.26,316.95,2727.77002847,5
2017-08-13 00:00:00,1502546400,315.51,316.98,316.95,316.79,3221.39544868,6
2017-08-13 01:00:00,1502550000,316.78,319.62,316.78,317.48,12152.13294367,6
2017-08-13 02:00:00,1502553600,316.25,319.7,317.48,316.25,8497.15286357,6
2017-08-13 03:00:00,1502557200,315.94,317.6,316.23,316.39,7766.47328202,6
2017-08-13 04:00:00,1502560800,314.76,316.5,316.4,315.48,7186.31812799,6
2017-08-13 05:00:00,1502564400,314.0,316.47,315.48,315.21,4517.87475851,6
2017-08-13 06:00:00,1502568000,305.01,315.3,315.21,308.5,14109.9259172,6
2017-08-13 07:00:00,1502571600,303.61,310.58,308.46,307.39,17173.05593753,6
2017-08-13 08:00:00,1502575200,306.32,309.01,307.39,307.5,4518.91768104,6
2017-08-13 09:00:00,1502578800,307.49,311.48,307.5,308.35,6466.49547764,6
2017-08-13 10:00:00,1502582400,301.36,309.95,308.35,301.36,11652.63595452,6
2017-08-13 11:00:00,1502586000,289.5,303.91,301.42,295.94,38725.10036441,6
2017-08-13 12:00:00,1502589600,294.07,303.82,295.95,301.63,23084.91901305,6
2017-08-13 13:00:00,1502593200,298.0,304.96,301.64,300.99,11272.59716692,6
2017-08-13 14:00:00,1502596800,299.11,304.33,300.99,299.19,6513.39058901,6
2017-08-13 15:00:00,1502600400,293.27,300.41,299.19,297.13,8455.11116284,6
2017-08-13 16:00:00,1502604000,296.0,301.23,297.13,300.9,3743.60029001,6
2017-08-13 17:00:00,1502607600,296.34,301.0,300.9,296.78,4926.94721016,6
2017-08-13 18:00:00,1502611200,291.0,300.62,296.78,300.24,7547.72462298,6
2017-08-13 19:00:00,1502614800,294.46,300.03,300.03,297.13,2984.06463322,6
2017-08-13 20:00:00,1502618400,293.87,298.0,297.12,295.65,3845.61732084,6
2017-08-13 21:00:00,1502622000,291.27,295.65,295.64,292.4,3689.07841085,6
2017-08-13 22:00:00,1502625600,287.0,294.63,292.61,290.88,8886.16094049,6
2017-08-13 23:00:00,1502629200,287.87,291.68,290.93,289.24,5353.89547792,6
